Employee ID,Age,Department,DistanceFromHome,Education,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRotation,FeedbackFromManager,Mentoring,Autonomy,JobRole,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,Tools,TotalWorkingYears,Training,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Performance
11139,33,Production,16,2,2,Male,2,1,2,L,Y,Y,Machinists,2008,9,No,12,3,L,1,Y,2,1,1,0,0,62
11336,44,Research & Development,22,2,2,Male,3,1,2,H,Y,Y,Research and Design Specialists,2559,9,Yes,13,4,L,8,Y,3,8,7,7,1,53
11378,43,Research & Development,7,3,4,Female,3,2,4,L,Y,Y,Customercare Representative,5562,7,No,13,2,L,12,Y,2,5,2,2,2,67
11414,32,Research & Development,22,2,1,Male,4,1,3,H,N,Y,Research and Design Specialists,3298,0,Yes,12,4,H,7,Y,2,6,2,0,5,76
11436,34,Production,1,4,4,Male,3,2,2,L,Y,N,Machinists,5346,8,No,17,3,H,11,N,2,7,1,0,7,41
11526,51,Sales,10,3,4,Male,3,5,2,H,Y,Y,Manager,19847,7,Yes,24,1,L,31,Y,2,29,10,11,10,70
11774,27,Finance,16,4,2,Male,3,3,3,H,N,Y,Accountant,8911,4,No,20,4,H,10,N,2,5,3,3,7,31
11784,32,Finance,19,3,1,Female,2,2,1,L,N,Y,Accountant,9189,6,Yes,15,1,H,5,Y,3,4,7,1,6,29
11824,30,Production,1,2,3,Female,3,2,2,H,N,Y,Machinists,4011,1,No,23,4,L,12,Y,3,12,8,3,7,58
12033,41,Research & Development,15,2,2,Female,4,1,4,L,Y,Y,Research and Design Specialists,3376,1,No,13,3,H,10,Y,3,10,6,0,8,82
12320,47,Finance,9,4,2,Male,2,2,2,L,Y,N,Accountant,8354,7,Yes,20,2,H,10,Y,3,10,2,2,4,56
12411,29,Finance,21,3,2,Male,2,3,2,L,N,Y,Accountant,9492,8,Yes,17,4,L,8,Y,1,8,5,2,5,49
12492,35,IT_Support,7,3,1,Male,4,5,1,H,Y,Y,IT specialists,6916,7,No,15,1,H,6,Y,1,5,4,1,2,80
12571,43,Research & Development,23,3,1,Male,3,3,4,L,Y,N,Customercare Representative,7510,4,No,17,2,L,10,Y,3,10,9,0,9,65
12594,37,Research & Development,9,2,3,Female,2,2,1,H,Y,Y,Customercare Representative,5731,6,No,13,3,L,9,Y,3,6,2,1,3,51
12723,32,Production,11,3,2,Male,4,1,4,H,Y,Y,Machinists,2794,1,No,20,3,H,5,Y,1,5,1,0,3,64
12737,20,Production,8,3,4,Female,2,1,2,H,N,N,Machinists,2926,1,Yes,18,2,H,1,Y,3,1,0,1,0,61
12803,47,Finance,6,3,1,Male,2,3,4,L,N,Y,Accountant,9205,8,Yes,18,2,H,7,N,1,10,5,2,2,29
12841,46,Human Resources,14,2,2,Male,3,2,2,L,Y,N,Human Resources,5021,8,Yes,22,4,L,16,Y,3,4,2,0,2,33
12868,53,Finance,12,4,1,Female,3,2,2,H,N,Y,Accountant,9933,8,Yes,18,1,H,10,N,2,5,5,1,7,46
12927,40,IT_Support,10,2,1,Male,3,3,3,L,N,Y,Human Resources,6247,7,Yes,18,2,L,8,Y,3,2,7,1,2,63
13164,35,Production,17,3,4,Male,2,1,2,L,N,Y,Machinists,2450,3,No,19,2,H,3,Y,3,3,0,1,2,73
13223,28,Production,19,2,3,Male,3,2,1,H,N,Y,Machinists,4558,1,No,12,4,L,10,Y,3,10,0,1,8,56
13259,21,Sales,18,1,2,Male,3,1,2,L,Y,N,Sales Representative,2679,8,No,13,2,H,1,N,3,1,0,1,0,48
13282,51,Production,8,3,1,Male,3,2,4,L,N,Y,Production Supervisors,6735,8,No,19,3,H,10,N,1,9,5,3,2,32
13367,28,Sales,20,4,1,Male,3,2,2,L,N,N,Sales Executive,4908,7,No,14,2,L,4,Y,3,4,2,0,2,50
13471,44,Sales,14,3,2,Male,3,5,2,L,Y,Y,Manager,18213,6,No,11,3,H,26,N,3,22,9,3,10,49
13549,32,Research & Development,2,3,3,Female,2,2,2,L,N,Y,Manufacturing Director,6162,4,No,12,3,L,14,N,3,14,13,6,8,44
13593,28,Sales,16,3,4,Male,3,2,1,L,Y,Y,Sales Executive,8463,2,No,18,4,H,6,Y,3,5,4,1,3,56
13640,38,Research & Development,12,2,3,Male,2,3,2,L,N,N,Research Director,11510,0,Yes,14,2,L,12,N,3,11,10,2,9,44
14101,37,Research & Development,15,3,4,Female,2,2,2,H,Y,Y,Manufacturing Director,6474,6,No,13,2,L,14,Y,2,14,8,3,11,70
14115,49,Production,13,4,1,Male,3,3,3,H,Y,Y,IT specialists,8760,1,Yes,16,1,L,6,Y,1,7,6,1,4,75
14255,44,Human Resources,19,2,2,Male,2,3,2,L,Y,Y,Human Resources,10482,6,No,14,4,L,24,Y,3,20,6,3,6,62
14299,27,Research & Development,9,4,1,Female,3,2,2,H,Y,Y,Manufacturing Director,4227,1,No,18,2,L,4,Y,3,3,2,2,2,53
14390,35,Research & Development,15,4,2,Male,3,2,3,L,Y,Y,Research and Design Specialists,5098,7,No,19,2,L,10,Y,3,10,7,0,8,71
14467,40,Research & Development,11,1,4,Female,3,5,2,H,Y,Y,Manager,19033,1,No,14,2,L,21,Y,3,20,8,9,9,59
14599,37,Production,15,2,4,Male,2,1,1,L,Y,N,Machinists,2090,6,Yes,15,2,L,7,N,3,0,0,0,0,35
14628,30,Research & Development,11,1,2,Male,3,1,2,L,N,N,Research and Design Specialists,2862,6,No,12,2,L,10,Y,2,10,0,0,8,50
14669,31,Research & Development,25,1,3,Female,3,2,2,H,Y,Y,Manufacturing Director,4148,6,No,12,3,L,4,Y,3,4,3,0,3,66
14705,47,Sales,18,3,3,Female,3,2,2,L,N,N,Sales Executive,4591,9,Yes,17,3,H,11,N,2,5,4,1,2,46
14733,29,Research & Development,25,1,3,Female,1,2,2,L,N,Y,Customercare Representative,9715,9,No,13,3,H,9,Y,3,7,7,0,7,59
14778,30,IT_Support,24,3,1,Male,3,2,2,H,Y,Y,IT specialists,10909,6,No,18,4,L,10,Y,1,3,4,2,6,69
14810,36,Research & Development,8,4,1,Male,3,2,2,L,N,N,Customercare Representative,5347,7,No,14,2,L,10,N,2,3,2,0,2,46
14948,32,Research & Development,10,4,3,Male,2,3,2,L,N,Y,Sales Representative,NA,8,No,18,1,H,6,Y,2,4,4,2,6,70
14955,40,Production,14,3,2,Female,2,2,2,H,N,Y,Machinists,3448,6,No,22,2,H,20,Y,3,1,0,0,0,92
14980,32,Research & Development,19,2,4,Female,3,2,2,L,Y,Y,Research and Design Specialists,4998,9,Yes,14,4,L,10,Y,3,8,7,0,7,68
14986,52,Sales,7,4,1,Male,2,3,1,H,Y,Y,IT specialists,10266,3,No,15,1,H,10,Y,3,3,2,1,2,70
15161,29,Production,8,3,2,Female,3,1,2,H,N,N,Machinists,3339,5,Yes,13,1,H,10,N,3,7,7,7,7,30
15182,28,Production,15,4,1,Male,3,1,2,L,Y,N,Machinists,3485,2,No,11,3,L,5,N,1,0,0,0,0,44
15187,56,Research & Development,20,2,1,Female,3,1,4,H,N,Y,Research and Design Specialists,2066,4,No,22,4,H,5,Y,4,3,2,1,0,63
15317,30,Research & Development,24,4,2,Female,3,3,2,L,N,Y,Manager,11916,1,Yes,23,4,L,9,Y,3,9,1,0,8,50
15563,56,Research & Development,16,4,2,Female,3,1,2,L,Y,N,Research and Design Specialists,4963,9,Yes,18,1,L,7,N,3,5,4,4,3,33
15613,28,Research & Development,8,1,3,Male,1,2,1,L,N,Y,Manufacturing Director,6549,3,No,14,2,L,8,N,2,8,6,1,7,39
15689,34,Finance,19,4,1,Male,2,3,1,L,Y,Y,Accountant,9626,7,Yes,20,1,L,8,Y,3,7,6,1,3,78
15692,45,Research & Development,21,2,4,Female,2,4,2,L,Y,Y,Research Director,16704,5,No,11,3,L,21,N,3,21,6,8,6,42
15837,34,Production,19,2,2,Male,2,2,2,L,N,Y,Machinists,3986,8,No,14,3,L,15,Y,4,15,10,4,13,66
15869,29,Research & Development,11,3,4,Female,2,1,2,L,N,N,Research and Design Specialists,2109,9,No,13,3,L,1,N,3,1,0,0,0,49
16069,40,Production,15,4,1,Male,2,2,4,H,Y,Y,Machinists,5094,1,No,14,4,L,10,Y,3,1,0,0,0,67
16142,43,Production,11,5,4,Male,3,2,4,H,N,Y,Machinists,5679,6,Yes,13,2,L,10,Y,3,8,7,4,7,65
16145,34,Research & Development,8,4,1,Male,3,3,3,L,N,Y,Accountant,NA,7,No,20,1,L,12,Y,2,1,0,0,0,80
16180,36,Sales,22,4,1,Female,3,2,4,L,N,Y,Sales Executive,9278,5,Yes,16,4,H,15,Y,3,5,4,0,1,67
16198,44,Research & Development,9,3,1,Female,3,3,2,L,N,Y,Customercare Representative,7978,4,No,11,4,H,10,N,3,10,7,0,5,25
16203,21,Production,6,2,1,Female,2,1,2,H,N,N,Machinists,2625,2,No,20,3,H,2,N,1,2,2,2,2,24
16337,33,Finance,10,4,2,Female,2,3,1,L,N,Y,Accountant,8359,5,Yes,15,3,L,6,N,2,8,4,2,5,32
16426,39,Research & Development,20,3,2,Female,3,3,1,L,N,Y,Manufacturing Director,8376,8,No,18,4,H,9,Y,3,2,0,2,2,51
16434,35,Production,6,3,2,Female,3,2,2,H,N,Y,Machinists,4425,5,No,11,4,H,10,Y,3,6,2,1,2,70
16454,49,Sales,17,3,4,Male,2,2,1,L,N,N,Sales Executive,5390,9,No,14,4,L,17,N,2,9,6,0,8,47
16459,49,Research & Development,17,3,3,Male,3,4,2,L,Y,Y,Manager,15379,5,No,14,1,L,23,Y,3,8,7,0,0,60
16466,33,Research & Development,1,4,2,Female,2,3,1,H,N,Y,IT specialists,6383,1,No,19,1,L,9,N,2,6,5,1,7,45
16517,43,Production,1,4,2,Male,2,5,2,L,Y,Y,Production Supervisors,7186,1,No,17,1,L,7,Y,1,7,5,1,5,58
16751,45,Research & Development,24,2,4,Female,2,2,3,L,N,Y,Manufacturing Director,5770,9,No,19,1,L,10,Y,3,10,7,3,9,75
16790,45,Research & Development,10,3,2,Male,1,3,2,H,Y,Y,Customercare Representative,10851,2,Yes,18,2,H,24,N,3,7,7,0,7,44
16794,31,Production,20,2,3,Male,2,1,2,L,N,N,Machinists,3479,0,No,11,2,L,6,N,4,5,4,1,4,11
16875,43,Sales,1,3,4,Male,2,2,2,L,N,Y,Sales Executive,6804,8,No,18,3,L,7,N,3,2,2,2,2,43
16908,42,Finance,16,3,2,Male,2,2,2,L,Y,Y,Accountant,8989,4,Yes,18,4,H,10,N,1,7,3,2,3,71
16909,51,IT_Support,7,3,2,Male,2,3,2,H,Y,Y,IT specialists,8169,5,No,17,4,H,9,Y,3,6,6,2,7,57
16924,35,Research & Development,6,3,2,Male,3,1,3,L,N,N,Research and Design Specialists,2194,4,No,13,4,L,5,Y,2,3,2,1,2,46
16986,40,Research & Development,13,3,3,Female,3,3,2,L,Y,Y,Manufacturing Director,7945,7,Yes,15,4,L,18,N,2,4,2,3,3,41
17043,51,Research & Development,1,4,2,Male,2,2,4,H,N,Y,Manufacturing Director,6132,2,No,17,3,H,10,Y,3,1,0,0,0,65
17128,31,Research & Development,24,3,3,Female,3,3,2,L,N,Y,Research Director,11031,5,No,20,3,L,13,N,4,11,7,4,8,46
17133,37,Human Resources,15,2,3,Male,3,2,2,L,Y,Y,Human Resources,4071,5,No,13,3,H,19,N,2,10,0,4,7,48
17135,55,Production,15,3,2,Male,4,3,1,L,N,Y,Production Supervisors,6812,2,Yes,18,4,H,7,Y,2,3,4,1,2,34
17420,32,Research & Development,23,1,4,Male,3,1,4,H,N,Y,Research and Design Specialists,2956,1,No,13,4,L,1,Y,3,1,0,0,0,59
17454,59,Sales,5,1,1,Female,2,2,2,L,N,N,Sales Executive,5473,7,No,11,4,L,20,Y,2,4,3,1,3,49
17481,39,Research & Development,10,2,3,Male,2,5,4,H,N,Y,Manager,19272,1,No,15,1,H,21,Y,3,21,9,13,3,64
17506,32,Production,3,3,3,Female,2,1,3,L,N,Y,Machinists,2743,5,No,20,3,L,2,Y,3,2,2,2,2,86
17522,37,Research & Development,4,2,2,Female,4,5,1,L,N,Y,Sales Executive,NA,7,No,17,4,L,8,Y,1,8,5,2,5,69
17580,56,Sales,18,3,3,Female,4,4,2,L,N,Y,Sales Executive,13212,9,No,11,4,L,36,N,2,7,7,7,7,43
17603,31,Research & Development,17,1,3,Male,3,3,2,H,N,N,Manufacturing Director,10648,1,No,25,4,L,13,Y,4,13,8,0,8,60
17607,27,Research & Development,11,3,3,Male,3,1,2,H,N,Y,Research and Design Specialists,3058,0,Yes,16,4,L,6,Y,2,5,2,1,1,52
17629,36,Sales,2,3,1,Female,2,3,2,L,Y,Y,Sales Executive,7644,4,No,19,3,L,10,Y,3,9,7,3,4,68
17697,45,Research & Development,13,2,2,Female,2,2,2,L,Y,Y,Manufacturing Director,5906,5,No,13,4,H,10,Y,2,9,8,3,8,61
17760,30,Research & Development,4,3,2,Male,2,1,1,L,Y,N,Research and Design Specialists,2141,1,No,12,2,L,6,N,2,6,4,1,1,34
17777,34,Research & Development,11,5,2,Male,3,1,4,H,N,Y,Research and Design Specialists,2691,2,No,12,4,L,10,Y,2,10,9,8,8,67
17816,38,Research & Development,12,3,4,Male,4,1,2,H,N,Y,Research and Design Specialists,2610,3,No,11,4,L,4,Y,3,4,2,0,3,72
17853,42,Sales,2,1,2,Male,3,2,2,H,N,Y,Sales Executive,4907,1,No,25,3,H,20,Y,3,20,16,11,6,70
17936,26,Research & Development,21,1,1,Male,2,1,2,H,Y,Y,Research and Design Specialists,3904,5,No,12,4,H,5,Y,3,4,3,1,1,62
17973,29,Sales,25,1,4,Female,2,2,2,H,N,Y,Sales Executive,8268,1,Yes,14,1,L,7,Y,3,7,7,1,7,59
18019,44,Production,14,4,1,Male,4,1,2,H,Y,Y,Machinists,2818,2,Yes,24,3,L,10,Y,2,3,2,0,2,61
18212,33,Sales,6,1,2,Male,3,2,4,L,N,Y,Sales Executive,9998,9,No,13,1,H,8,Y,4,5,4,1,2,80
18286,34,Sales,1,3,4,Male,3,2,2,H,N,Y,Sales Executive,6274,4,No,22,3,L,6,Y,3,6,5,1,4,59
18493,36,Sales,4,2,2,Female,3,3,1,L,N,Y,Sales Executive,9738,0,No,14,3,L,10,Y,3,9,7,2,8,50
18585,51,Finance,10,3,1,Female,2,3,1,L,N,Y,Accountant,9114,5,Yes,20,3,H,9,Y,3,5,7,3,6,39
18600,43,Research & Development,14,3,4,Male,4,1,4,H,Y,Y,Research and Design Specialists,2089,4,No,14,4,H,7,Y,4,5,4,2,2,64
18612,33,Production,4,4,2,Male,3,2,2,L,Y,Y,Machinists,5207,4,Yes,12,2,H,15,Y,3,15,14,5,7,54
18712,35,Research & Development,15,5,2,Male,4,2,2,L,N,N,Research and Design Specialists,5208,2,No,11,4,L,16,N,3,16,15,1,10,46
18775,31,Production,19,4,2,Male,3,1,2,L,N,Y,Machinists,3477,6,No,14,4,L,6,Y,4,5,2,0,3,73
18776,33,Research & Development,25,4,4,Female,3,1,2,H,Y,Y,Research and Design Specialists,2909,1,Yes,11,3,L,8,Y,3,8,7,3,0,52
18778,34,Sales,16,4,3,Female,3,1,2,L,N,N,Sales Representative,2220,5,Yes,19,4,L,1,N,3,1,1,0,0,42
18809,38,Sales,20,2,4,Male,3,3,4,H,Y,Y,Sales Executive,7351,8,No,16,3,H,10,Y,3,1,0,0,0,74
18924,30,Sales,7,4,3,Female,3,3,2,L,N,Y,Sales Executive,8412,0,No,11,3,L,10,N,3,9,8,7,8,45
18984,37,Research & Development,14,2,1,Female,1,2,2,H,N,N,Customercare Representative,4777,4,No,15,1,L,15,N,1,1,0,0,0,7
18985,40,Production,20,2,3,Male,3,2,2,L,N,N,Machinists,2741,8,Yes,15,3,L,15,N,4,7,2,3,7,36
19053,28,Sales,9,3,2,Male,3,2,1,H,Y,N,Sales Executive,4221,1,No,15,2,H,5,Y,4,5,4,0,4,70
19061,45,Research & Development,13,2,1,Male,2,4,4,H,N,Y,Manager,16792,9,No,23,4,H,22,Y,3,20,8,11,8,69
19098,38,Production,17,2,4,Male,3,1,4,H,N,N,Machinists,1702,1,Yes,23,3,H,1,Y,3,1,0,0,0,64
19212,30,Production,16,4,3,Male,3,2,2,H,N,Y,Machinists,3491,9,No,13,1,L,10,Y,2,10,7,8,9,66
19245,41,Finance,15,3,2,Male,3,2,2,H,Y,Y,Accountant,8352,7,Yes,19,3,H,8,Y,3,8,3,2,5,55
19292,31,Sales,3,4,1,Female,3,2,2,L,N,Y,Sales Executive,5476,5,No,11,1,L,10,Y,3,10,0,0,2,59
19353,39,Sales,22,4,1,Male,2,2,4,H,N,Y,Sales Executive,6120,1,Yes,12,4,H,8,Y,4,5,4,1,4,63
19355,29,Research & Development,9,3,4,Male,3,1,1,L,N,N,Research and Design Specialists,2201,9,No,16,4,L,6,N,3,3,2,1,2,40
19501,50,Sales,6,3,4,Male,2,3,2,L,N,Y,Sales Executive,10854,8,Yes,13,2,L,20,N,3,3,2,2,0,49
19513,28,Research & Development,8,3,1,Male,2,1,4,L,Y,Y,Research and Design Specialists,1563,6,No,14,4,H,1,Y,1,1,0,0,0,67
19572,36,Sales,6,4,2,Female,2,2,2,L,N,Y,Sales Executive,6652,3,No,13,1,H,8,N,2,6,3,0,0,25
19576,38,Research & Development,16,4,1,Female,4,2,2,H,N,Y,Manufacturing Director,5980,2,Yes,12,4,H,17,Y,3,15,7,4,12,77
19598,28,Production,17,1,3,Female,3,1,1,L,N,N,Machinists,2515,3,Yes,11,4,L,1,N,2,1,1,0,0,29
19620,26,Production,12,3,1,Male,1,1,1,L,N,N,Machinists,2293,1,No,12,3,L,1,N,2,1,0,0,1,48
19649,24,Production,15,1,2,Male,3,1,2,L,Y,N,Machinists,2774,0,No,12,3,L,6,Y,3,5,3,1,2,45
19695,48,Production,23,2,1,Male,2,3,2,L,N,N,Machinists,5381,9,Yes,13,4,L,23,N,3,1,0,0,0,44
19737,37,Production,20,3,4,Female,3,1,2,L,N,N,Machinists,3034,1,No,12,3,L,18,N,2,18,7,12,17,49
19756,44,Research & Development,15,1,1,Female,4,1,2,L,Y,Y,Research and Design Specialists,2011,7,No,13,4,L,10,Y,3,10,5,7,7,62
19826,38,Research & Development,7,4,2,Female,4,2,2,L,N,Y,Customercare Representative,7625,7,No,13,3,L,10,N,2,9,7,1,8,48
19866,24,Production,10,1,2,Male,3,1,2,L,N,N,Machinists,3907,7,No,13,2,L,6,N,4,6,2,1,2,49
19947,54,Human Resources,6,3,4,Female,4,4,1,L,N,Y,Manager,17328,2,Yes,12,3,L,23,N,3,5,3,4,4,48
20001,36,Research & Development,3,4,3,Female,3,2,2,L,N,N,Manufacturing Director,4663,3,Yes,12,2,L,7,N,3,3,2,1,1,41
20068,42,Research & Development,15,2,4,Female,4,2,4,H,Y,N,Research and Design Specialists,6545,3,Yes,13,3,H,10,Y,3,3,2,0,2,63
20157,50,Research & Development,12,2,4,Male,3,4,2,L,N,Y,Research Director,17399,1,No,22,3,L,32,N,2,5,4,1,3,49
20232,49,Production,16,4,2,Male,3,1,4,L,N,N,Production Supervisors,5858,5,Yes,15,3,L,7,Y,1,9,3,1,7,39
20345,35,Production,1,4,3,Female,3,1,2,L,N,N,Machinists,4014,3,Yes,15,3,L,4,N,3,2,2,2,2,47
20382,54,IT_Support,7,3,2,Male,3,2,1,L,Y,Y,IT specialists,6457,7,No,15,2,L,10,Y,2,5,2,1,4,72
20454,44,Production,2,3,1,Male,3,1,2,L,N,N,Machinists,2362,3,No,12,3,H,10,N,4,3,2,1,2,24
20464,47,Finance,3,3,2,Female,2,2,2,L,Y,Y,Accountant,8296,7,No,19,2,L,7,N,2,3,6,1,2,72
20682,55,Production,25,3,1,Male,3,1,3,L,N,Y,Production Supervisors,6247,4,No,19,2,L,5,Y,3,2,4,1,3,37
20962,35,Research & Development,2,4,3,Male,3,2,2,H,N,N,Research and Design Specialists,4249,7,Yes,11,2,L,9,Y,3,9,6,1,1,50
20982,27,Production,17,2,4,Male,3,1,2,H,N,Y,Machinists,3816,1,No,11,2,H,5,Y,3,5,2,0,4,91
21018,39,Research & Development,2,4,3,Female,3,3,2,H,N,Y,Customercare Representative,10938,0,No,25,4,H,20,Y,3,19,6,11,8,62
21112,37,Finance,6,4,2,Female,2,3,1,L,Y,Y,Accountant,8170,8,Yes,19,1,L,6,Y,3,3,5,1,3,55
21160,33,Research & Development,18,1,2,Male,3,3,1,L,N,Y,Manager,13610,7,Yes,12,4,L,15,N,4,7,6,7,7,22
21163,39,Research & Development,15,5,2,Male,3,2,2,L,Y,N,Manufacturing Director,5377,6,No,13,4,L,10,N,3,7,7,7,7,41
21190,35,Production,25,4,3,Male,2,1,1,L,N,N,Machinists,3743,2,Yes,24,4,L,5,N,1,4,2,0,2,34
21200,25,Finance,15,3,1,Female,3,2,1,L,Y,Y,Accountant,8369,7,No,16,3,H,5,Y,2,4,6,2,3,81
21207,54,Finance,12,4,2,Female,3,2,1,L,N,Y,Accountant,8540,2,No,15,4,L,7,N,3,4,5,3,6,29
21293,37,Sales,16,2,2,Male,2,2,4,L,Y,Y,Sales Executive,4189,8,No,14,1,H,5,Y,3,5,2,0,3,79
21326,31,Finance,24,3,1,Male,2,3,1,L,N,Y,Accountant,9112,5,Yes,19,2,H,5,Y,1,6,2,3,5,35
21379,23,Production,4,1,2,Male,3,1,2,H,N,Y,Machinists,2500,6,No,14,4,L,5,Y,4,4,3,0,2,61
21432,35,Research & Development,10,4,3,Female,3,3,1,H,N,Y,Customercare Representative,10388,4,Yes,11,3,L,16,N,2,16,10,10,1,39
21502,40,Sales,22,2,1,Male,3,2,4,H,Y,Y,Sales Executive,5473,9,No,12,4,H,9,Y,4,8,4,7,1,63
21572,41,Research & Development,5,3,4,Male,2,4,2,H,N,Y,Manager,17181,4,No,13,2,H,21,Y,2,7,6,7,7,61
21667,33,Sales,2,3,4,Male,3,2,1,L,N,N,Sales Executive,4373,7,No,14,1,H,5,N,3,4,3,0,3,47
22054,42,IT_Support,11,3,2,Male,2,3,1,L,N,N,IT specialists,5319,5,Yes,18,3,L,9,N,3,3,5,2,2,28
22290,39,Finance,22,4,1,Female,2,3,3,H,Y,Y,Accountant,9412,2,Yes,15,4,L,5,Y,1,4,5,3,2,68
22353,49,Research & Development,14,4,3,Female,3,2,2,L,N,Y,Manufacturing Director,6567,1,No,14,3,L,16,N,2,15,11,5,11,43
22403,31,Sales,2,3,4,Female,3,1,1,H,Y,N,Sales Representative,2302,4,Yes,11,1,H,3,N,4,3,2,2,2,39
22469,32,Sales,4,4,3,Female,3,3,2,L,Y,Y,Sales Executive,10422,1,No,19,3,L,14,Y,3,14,10,5,7,70
22506,44,Sales,3,5,2,Female,3,2,2,H,N,Y,Sales Executive,5454,5,Yes,21,3,L,9,Y,2,4,3,1,3,59
22540,38,Sales,10,4,1,Female,2,2,1,H,N,Y,Sales Executive,8686,4,No,22,3,L,12,Y,4,8,3,0,7,55
22553,58,Sales,16,3,4,Female,3,4,2,L,N,Y,Manager,17875,7,Yes,13,3,L,29,N,2,1,0,0,0,46
22658,38,Production,24,5,4,Female,3,2,2,L,N,N,Machinists,2406,1,No,11,4,L,10,N,3,10,3,9,9,40
22821,38,Research & Development,8,3,4,Male,3,2,1,L,Y,Y,Manufacturing Director,6261,3,No,18,1,L,9,N,1,7,7,1,7,18
22827,32,Research & Development,12,3,4,Male,3,1,3,L,Y,N,Research and Design Specialists,2439,1,No,14,4,L,4,Y,3,4,2,1,2,75
22877,50,Research & Development,1,4,1,Male,3,4,1,L,Y,Y,Manager,17924,7,No,11,4,L,31,Y,3,31,6,14,7,58
22942,30,Research & Development,22,3,1,Male,1,1,2,L,N,N,Research and Design Specialists,2613,1,No,25,3,L,10,N,2,10,7,0,9,44
22999,29,Production,5,1,2,Male,3,1,1,H,Y,Y,Machinists,4723,9,Yes,18,4,H,10,Y,3,10,9,1,5,58
23022,32,Sales,15,2,4,Male,1,2,1,L,N,N,Sales Executive,4668,0,No,17,4,L,9,N,4,8,7,0,7,47
23027,50,Production,13,3,1,Male,3,1,2,H,Y,Y,Machinists,2380,7,No,18,2,H,8,Y,3,1,0,0,0,78
23116,47,Research & Development,7,5,4,Male,3,5,4,H,N,Y,Research Director,18300,4,No,11,2,H,21,Y,3,3,2,1,1,80
23130,36,Research & Development,7,3,4,Male,3,3,2,L,Y,Y,Customercare Representative,8321,8,Yes,13,4,H,15,N,3,12,8,5,7,45
23338,38,Finance,14,3,2,Male,2,2,2,L,Y,N,Accountant,8560,2,Yes,16,1,L,8,Y,2,2,5,1,3,75
23347,27,Research & Development,12,3,4,Male,3,1,4,L,Y,Y,Research and Design Specialists,2580,6,No,13,3,L,6,Y,2,4,2,1,2,74
23605,40,Production,5,3,4,Female,3,2,2,L,Y,Y,Machinists,6323,2,No,11,1,L,10,Y,4,10,9,9,4,68
23668,38,Research & Development,25,3,3,Female,3,3,3,H,N,Y,Manufacturing Director,7861,5,Yes,14,4,H,10,Y,4,1,0,0,0,71
23681,51,Finance,13,4,1,Female,3,3,1,H,N,Y,Accountant,9741,2,Yes,18,2,L,8,N,1,6,5,3,3,29
23708,37,Research & Development,8,4,4,Male,3,2,2,L,N,N,Research and Design Specialists,4284,1,Yes,22,3,H,16,N,3,5,3,0,4,42
23714,23,Research & Development,12,1,3,Male,3,1,2,L,Y,N,Research and Design Specialists,2904,1,No,12,3,L,4,Y,2,4,2,0,2,50
23800,44,Research & Development,18,4,4,Male,3,2,2,H,Y,Y,Research and Design Specialists,4541,7,No,25,2,L,20,Y,3,20,11,13,17,54
23828,51,Research & Development,13,4,2,Male,2,3,2,L,N,Y,Research Director,12490,5,No,16,4,L,16,N,1,10,9,4,7,46
23930,35,Human Resources,19,4,3,Male,3,1,4,H,N,Y,Human Resources,4323,1,No,17,2,H,6,Y,1,5,4,1,4,74
23945,32,Sales,23,1,3,Male,3,2,4,H,Y,Y,Sales Executive,4078,7,Yes,13,1,H,4,Y,2,3,2,1,2,79
24091,42,Human Resources,1,1,3,Male,3,1,2,H,Y,Y,Human Resources,2696,0,Yes,11,3,L,4,Y,3,3,2,1,0,60
24099,42,Sales,21,3,3,Male,3,4,2,L,Y,Y,Sales Executive,13758,7,Yes,12,2,L,22,N,2,21,9,13,14,44
24147,23,Sales,17,1,3,Male,3,1,2,H,Y,Y,Sales Representative,2322,3,No,13,3,L,3,Y,3,0,0,0,0,55
24168,38,Sales,5,3,2,Female,3,2,2,H,N,Y,Sales Executive,4198,3,No,12,2,H,8,Y,4,3,2,1,2,57
24188,42,Human Resources,13,5,4,Male,4,2,2,H,N,Y,Human Resources,6272,8,No,16,1,L,10,Y,4,4,3,0,3,70
24190,34,Sales,3,2,2,Male,3,1,1,H,Y,Y,Sales Representative,2308,1,Yes,25,2,H,12,Y,3,11,10,5,7,58
24286,31,Sales,3,3,2,Female,1,2,1,L,N,N,Sales Executive,4559,3,Yes,11,3,L,4,N,3,2,2,2,2,15
24324,26,Human Resources,15,2,4,Female,3,1,1,L,N,N,Human Resources,2148,7,Yes,11,3,H,6,N,3,5,1,1,4,38
24334,29,Research & Development,25,3,3,Male,3,1,2,H,N,Y,Research and Design Specialists,2058,0,No,14,4,H,7,Y,2,6,2,1,5,62
24337,52,Finance,21,4,2,Male,3,3,2,L,N,Y,Accountant,9190,2,Yes,17,1,H,9,Y,3,10,3,2,2,30
24403,29,Production,7,2,4,Male,2,2,1,,,,,4025,3,Yes,13,1,H,10,N,3,4,3,0,3,38
24579,41,Research & Development,7,3,2,Female,3,5,2,H,Y,Y,Research Director,19545,1,No,12,4,H,23,N,3,22,15,15,8,69
